Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Timestamp,Issue status
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/documentation.html"">Documentation</a>",".footer-col:nth-child(1) > a[href$=""documentation.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106588,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#copyright-year,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<p>© <span class=""copyright-year"">2026</span> VaultLister — <a href=""/help.html"">Help</a></p>",.footer-bottom > p,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=p%23copyright-year&activeBehaviorValue=&activeIssueId=974106589,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/documentation.html#media-kit"">Media Kit</a>","a[href=""/documentation.html#media-kit""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106590,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/status.html"">Status Page</a>",".footer-col:nth-child(2) > a[href$=""status.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106591,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/oneshop.html"">OneShop</a>","a[href$=""oneshop.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106592,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/roadmap-public.html"">Roadmap</a>",".footer-col:nth-child(2) > a[href$=""roadmap-public.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106593,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/nifty.html"">Nifty</a>","a[href$=""nifty.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106594,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/flyp.html"">Flyp</a>","a[href$=""flyp.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106595,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/help.html"">Help</a>","p > a[href$=""help.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106596,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/vendoo.html"">Vendoo</a>","a[href$=""vendoo.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106597,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/affiliate.html"">Affiliate Program</a>",".footer-col:nth-child(4) > a[href$=""affiliate.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106598,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/blog/index.html"">Blog</a>",".footer-col:nth-child(1) > a[href=""/blog/index.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106599,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/ai-info.html"">AI Info</a>","a[href$=""ai-info.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106600,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/primelister.html"">Primelister</a>","a[href$=""primelister.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106601,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/crosslist.html"">Crosslist</a>","a[href$=""crosslist.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106602,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/changelog.html"">Changelog</a>",".footer-col:nth-child(2) > a[href$=""changelog.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106603,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/crosslist-magic.html"">Crosslist Magic</a>","a[href$=""crosslist-magic.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106604,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/list-perfectly.html"">List Perfectly</a>","a[href$=""list-perfectly.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106605,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/closo.html"">Closo</a>","a[href$=""closo.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106606,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/terms.html"">Terms of Service</a>","a[href$=""terms.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106607,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/compare/selleraider.html"">SellerAider</a>","a[href$=""selleraider.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106608,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/privacy.html"">Privacy Policy</a>","a[href$=""privacy.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106609,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<a href=""/affiliate.html"">Affiliate Program</a>",".footer-col:nth-child(1) > a[href$=""affiliate.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106610,2026-04-23 18:27:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#copyright-year,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/compare/vendoo.html,SC 1.4.3,"<span class=""copyright-year"">2026</span>",.copyright-year,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=span%23copyright-year&activeBehaviorValue=&activeIssueId=974106611,2026-04-23 18:27:41 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#nav-dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/compare/vendoo.html,"Experimental, Best Practice","<div class=""nav-dropdown-menu"" id=""dd-features"" role=""menu"">",#dd-features,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23nav-dropdown-menu&activeBehaviorValue=&activeIssueId=974106612,2026-04-23 18:27:41 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#currency-dropdown,,Inform users about hidden content.,https://vaultlister.com/compare/vendoo.html,"Experimental, Best Practice","<div class=""currency-dropdown"" id=""currency-dropdown"">",#currency-dropdown,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23currency-dropdown&activeBehaviorValue=&activeIssueId=974106613,2026-04-23 18:27:41 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#nav-dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/compare/vendoo.html,"Experimental, Best Practice","<div class=""nav-dropdown-menu"" id=""dd-product-updates"" role=""menu"">",#dd-product-updates,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23nav-dropdown-menu&activeBehaviorValue=&activeIssueId=974106614,2026-04-23 18:27:41 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#nav-dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/compare/vendoo.html,"Experimental, Best Practice","<div class=""nav-dropdown-menu"" id=""dd-feedback"" role=""menu"">",#dd-feedback,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23nav-dropdown-menu&activeBehaviorValue=&activeIssueId=974106615,2026-04-23 18:27:41 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#lang-dropdown,,Inform users about hidden content.,https://vaultlister.com/compare/vendoo.html,"Experimental, Best Practice","<div class=""lang-dropdown"" id=""lang-dropdown"">",#lang-dropdown,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23lang-dropdown&activeBehaviorValue=&activeIssueId=974106616,2026-04-23 18:27:41 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#nav-dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/compare/vendoo.html,"Experimental, Best Practice","<div class=""nav-dropdown-menu"" id=""dd-resources"" role=""menu"">",#dd-resources,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23nav-dropdown-menu&activeBehaviorValue=&activeIssueId=974106617,2026-04-23 18:27:41 UTC,visible
bypass-blocks-skip-links,First interactive item in the Web page must be a link to the beginning of the main content,serious,html,,Ensure that a mechanism is available to bypass blocks of content that are repeated on multiple Web pages by skipping directly to the main content of the Web page and the element is visible when it receive keyboard focus.,https://vaultlister.com/blog/index.html,SC 2.4.1,"<html la=""en"">",html,False,Confirmed Issue,False,"Fix all of the following:
Add a 'Skip to Main content' link as the first interactive element via keyboard",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23664&activeComponentId=html%23&activeBehaviorValue=&activeIssueId=974106618,2026-04-23 18:27:37 UTC,visible
distinguishable-link,Links must be distinguishable from surrounding text,serious,a,,Ensure the links are clearly identifiable from surrounding text using distinct style or colour.,https://vaultlister.com/blog/index.html,SC 1.4.1,"<a href=""https://www.tiktok.com/@vaultlister.co"" target=""_blank"" rel=""noopener noreferrer"" style=""color:var(--amber-600);text-decoration:none;"">TikTok</a>","a[target=""_blank""][rel=""noopener noreferrer""]:nth-child(2)",False,Confirmed Issue,False,"Fix all of the following:
Add a visual cue for link. Visual cues can be the addition of underlines, font style, bold, or italics, or changes to the font size. Ensure colour contrast between a link and the words around it is greater than 3:1. Further, add visual cue when the user hovers over each link.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23799&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106619,2026-04-23 18:27:37 UTC,visible
distinguishable-link,Links must be distinguishable from surrounding text,serious,a,,Ensure the links are clearly identifiable from surrounding text using distinct style or colour.,https://vaultlister.com/blog/index.html,SC 1.4.1,"<a href=""https://www.instagram.com/vaultlister.co/"" target=""_blank"" rel=""noopener noreferrer"" style=""color:var(--amber-600);text-decoration:none;"">Instagram</a>","a[target=""_blank""][rel=""noopener noreferrer""]:nth-child(1)",False,Confirmed Issue,False,"Fix all of the following:
Add a visual cue for link. Visual cues can be the addition of underlines, font style, bold, or italics, or changes to the font size. Ensure colour contrast between a link and the words around it is greater than 3:1. Further, add visual cue when the user hovers over each link.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23799&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=974106620,2026-04-23 18:27:37 UTC,visible
