Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Timestamp,Issue status
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/blog/index.html"">Blog</a>",".footer-col:nth-child(1) > a[href=""/blog/index.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578323,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/ai-info.html"">AI Info</a>","a[href$=""ai-info.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578324,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/help.html"">Help</a>","p > a[href$=""help.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578325,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/status.html"">Status Page</a>",".footer-col:nth-child(2) > a[href$=""status.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578326,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/documentation.html"">Documentation</a>",".footer-col:nth-child(1) > a[href$=""documentation.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578327,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/privacy.html"">Privacy Policy</a>","a[href$=""privacy.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578328,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/affiliate.html"">Affiliate Program</a>",".footer-col:nth-child(4) > a[href$=""affiliate.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578329,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/documentation.html#media-kit"">Media Kit</a>","a[href=""/documentation.html#media-kit""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578330,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/compare/crosslist.html"">Crosslist</a>","a[href$=""crosslist.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578331,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/changelog.html"">Changelog</a>",".footer-col:nth-child(2) > a[href$=""changelog.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578332,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/compare/vendoo.html"">Vendoo</a>","a[href$=""vendoo.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578333,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/affiliate.html"">Affiliate Program</a>",".footer-col:nth-child(1) > a[href$=""affiliate.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578334,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#copyright-year,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<span class=""copyright-year"">2026</span>",.copyright-year,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=span%23copyright-year&activeBehaviorValue=&activeIssueId=968578335,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/roadmap-public.html"">Roadmap</a>",".footer-col:nth-child(2) > a[href$=""roadmap-public.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578336,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#copyright-year,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<p>© <span class=""copyright-year"">2026</span> VaultLister — <a href=""/help.html"">Help</a></p>",.footer-bottom > p,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=p%23copyright-year&activeBehaviorValue=&activeIssueId=968578337,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/compare/primelister.html"">Primelister</a>","a[href$=""primelister.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578338,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/compare/flyp.html"">Flyp</a>","a[href$=""flyp.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578339,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/terms.html"">Terms of Service</a>","a[href$=""terms.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578340,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/learning.html,SC 1.4.3,"<a href=""/learning.html"">Learning</a>",".footer-col:nth-child(1) > a[href$=""learning.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578341,2026-04-21 19:12:59 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#nav-dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/learning.html,"Experimental, Best Practice","<div class=""nav-dropdown-menu"" id=""dropdown-feedback"" role=""menu"">",#dropdown-feedback,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23nav-dropdown-menu&activeBehaviorValue=&activeIssueId=968578342,2026-04-21 19:12:59 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#nav-dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/learning.html,"Experimental, Best Practice","<div class=""nav-dropdown-menu"" id=""dropdown-product-updates"" role=""menu"">",#dropdown-product-updates,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23nav-dropdown-menu&activeBehaviorValue=&activeIssueId=968578343,2026-04-21 19:12:59 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#lang-dropdown,,Inform users about hidden content.,https://vaultlister.com/learning.html,"Experimental, Best Practice","<div class=""lang-dropdown"" id=""lang-dropdown"">",#lang-dropdown,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23lang-dropdown&activeBehaviorValue=&activeIssueId=968578344,2026-04-21 19:12:59 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#nav-dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/learning.html,"Experimental, Best Practice","<div class=""nav-dropdown-menu"" id=""dropdown-features"" role=""menu"">",#dropdown-features,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23nav-dropdown-menu&activeBehaviorValue=&activeIssueId=968578345,2026-04-21 19:12:59 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#nav-dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/learning.html,"Experimental, Best Practice","<div class=""nav-dropdown-menu"" id=""dropdown-resources"" role=""menu"">",#dropdown-resources,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23nav-dropdown-menu&activeBehaviorValue=&activeIssueId=968578346,2026-04-21 19:12:59 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#currency-dropdown,,Inform users about hidden content.,https://vaultlister.com/learning.html,"Experimental, Best Practice","<div class=""currency-dropdown"" id=""currency-dropdown"">",#currency-dropdown,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23currency-dropdown&activeBehaviorValue=&activeIssueId=968578347,2026-04-21 19:12:59 UTC,visible
region,All page content should be contained by landmarks,moderate,div#resources-strip,,Ensure all page content is contained by landmarks.,https://vaultlister.com/learning.html,Best Practice,"<div class=""resources-strip"">",.resources-strip,False,Confirmed Issue,True,"Fix any of the following:
  Some page content is not contained by landmarks",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23758&activeComponentId=div%23resources-strip&activeBehaviorValue=&activeIssueId=968578348,2026-04-21 19:12:59 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/contact.html,SC 1.4.3,"<a href=""/compare/flyp.html"">Flyp</a>","a[href$=""flyp.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578411,2026-04-21 19:13:02 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/contact.html,SC 1.4.3,"<a href=""/affiliate.html"">Affiliate Program</a>",".footer-col:nth-child(4) > a[href$=""affiliate.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578412,2026-04-21 19:13:02 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#copyright-year,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/contact.html,SC 1.4.3,"<p>© <span class=""copyright-year"">2026</span> VaultLister — <a href=""/help.html"">Help</a></p>",.footer-bottom > p,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=p%23copyright-year&activeBehaviorValue=&activeIssueId=968578413,2026-04-21 19:13:02 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/contact.html,SC 1.4.3,"<a href=""/changelog.html"">Changelog</a>",".footer-col:nth-child(2) > a[href$=""changelog.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578414,2026-04-21 19:13:02 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/contact.html,SC 1.4.3,"<a href=""/ai-info.html"">AI Info</a>","a[href$=""ai-info.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578415,2026-04-21 19:13:02 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/contact.html,SC 1.4.3,"<a href=""/documentation.html"">Documentation</a>",".footer-col:nth-child(1) > a[href$=""documentation.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578416,2026-04-21 19:13:02 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/contact.html,SC 1.4.3,"<a href=""/blog/index.html"">Blog</a>",".footer-col:nth-child(1) > a[href=""/blog/index.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968578417,2026-04-21 19:13:02 UTC,visible
